Équipement,Type,Geo Point,Geo Shape,Arrondissement,COG,Code_postal
BOULANGERIE,Commerces,"43.3014454769254, 5.51055513720018","{""coordinates"": [5.51055513720018, 43.3014454769254], ""type"": ""Point""}",Marseille 11,13211,13011
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.296430846535046, 5.459155878571914","{""coordinates"": [5.459155878571914, 43.296430846535046], ""type"": ""Point""}",Marseille 11,13211,13011
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.28789224708917, 5.471261299527742","{""coordinates"": [5.471261299527742, 43.28789224708917], ""type"": ""Point""}",Marseille 11,13211,13011
ÉPICERIE,Commerces,"43.2894912074438, 5.438976392490704","{""coordinates"": [5.438976392490704, 43.2894912074438], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.30589393679885, 5.506708184353717","{""coordinates"": [5.506708184353717, 43.30589393679885], ""type"": ""Point""}",Marseille 11,13211,13011
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.298598842970726, 5.477453183387162","{""coordinates"": [5.477453183387162, 43.298598842970726], ""type"": ""Point""}",Marseille 11,13211,13011
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.28918893645952, 5.498494608711465","{""coordinates"": [5.498494608711465, 43.28918893645952], ""type"": ""Point""}",Marseille 11,13211,13011
ÉLECTRICIEN,Services aux particuliers,"43.29965190296443, 5.469660927667161","{""coordinates"": [5.469660927667161, 43.29965190296443], ""type"": ""Point""}",Marseille 11,13211,13011
PSYCHOMOTRICIEN,Santé,"43.29963716176671, 5.476637317419605","{""coordinates"": [5.476637317419605, 43.29963716176671], ""type"": ""Point""}",Marseille 11,13211,13011
COIFFURE,Services aux particuliers,"43.291398673707945, 5.472479790082585","{""coordinates"": [5.472479790082585, 43.291398673707945], ""type"": ""Point""}",Marseille 11,13211,13011
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.27929907000891, 5.504169030721938","{""coordinates"": [5.504169030721938, 43.27929907000891], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.3014454769254, 5.51055513720018","{""coordinates"": [5.51055513720018, 43.3014454769254], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN DE CHAUSSURES,Commerces,"43.29344175300053, 5.480025562978867","{""coordinates"": [5.480025562978867, 43.29344175300053], ""type"": ""Point""}",Marseille 11,13211,13011
SPÉCIALISTE EN OPHTALMOLOGIE,Santé,"43.29250057765677, 5.473866580595552","{""coordinates"": [5.473866580595552, 43.29250057765677], ""type"": ""Point""}",Marseille 11,13211,13011
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.29268560395066, 5.43538999063842","{""coordinates"": [5.43538999063842, 43.29268560395066], ""type"": ""Point""}",Marseille 11,13211,13011
COIFFURE,Services aux particuliers,"43.3040950318313, 5.474313603608182","{""coordinates"": [5.474313603608182, 43.3040950318313], ""type"": ""Point""}",Marseille 11,13211,13011
ÉCOLE ÉLÉMENTAIRE,Enseignement,"43.29028269198874, 5.430010468591655","{""coordinates"": [5.430010468591655, 43.29028269198874], ""type"": ""Point""}",Marseille 11,13211,13011
SALLES SPÉCIALISÉES,"Sports, loisirs et culture","43.29005145390369, 5.474308537079497","{""coordinates"": [5.474308537079497, 43.29005145390369], ""type"": ""Point""}",Marseille 11,13211,13011
ÉPICERIE,Commerces,"43.307090100450175, 5.476007201955867","{""coordinates"": [5.476007201955867, 43.307090100450175], ""type"": ""Point""}",Marseille 11,13211,13011
INFIRMIER,Santé,"43.28669282580163, 5.448394291689252","{""coordinates"": [5.448394291689252, 43.28669282580163], ""type"": ""Point""}",Marseille 11,13211,13011
SUPÉRETTE,Commerces,"43.300840461072866, 5.511040317520665","{""coordinates"": [5.511040317520665, 43.300840461072866], ""type"": ""Point""}",Marseille 11,13211,13011
ATHLÉTISME,"Sports, loisirs et culture","43.28754152503138, 5.435438847889395","{""coordinates"": [5.435438847889395, 43.28754152503138], ""type"": ""Point""}",Marseille 11,13211,13011
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.282458586172154, 5.491405410097618","{""coordinates"": [5.491405410097618, 43.282458586172154], ""type"": ""Point""}",Marseille 11,13211,13011
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.28323814824399, 5.500281772440877","{""coordinates"": [5.500281772440877, 43.28323814824399], ""type"": ""Point""}",Marseille 11,13211,13011
HÔTEL,Tourisme,"43.298210384208424, 5.476621374093367","{""coordinates"": [5.476621374093367, 43.298210384208424], ""type"": ""Point""}",Marseille 11,13211,13011
COIFFURE,Services aux particuliers,"43.307776004805405, 5.509104311572462","{""coordinates"": [5.509104311572462, 43.307776004805405], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.29947141970471, 5.501307027769185","{""coordinates"": [5.501307027769185, 43.29947141970471], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.281416937277754, 5.496528125176045","{""coordinates"": [5.496528125176045, 43.281416937277754], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.30073312610906, 5.518979034722329","{""coordinates"": [5.518979034722329, 43.30073312610906], ""type"": ""Point""}",Marseille 11,13211,13011
ÉLECTRICIEN,Services aux particuliers,"43.3036743423353, 5.480134261224301","{""coordinates"": [5.480134261224301, 43.3036743423353], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.284102361505354, 5.459522802768878","{""coordinates"": [5.459522802768878, 43.284102361505354], ""type"": ""Point""}",Marseille 11,13211,13011
INFIRMIER,Santé,"43.301642886297216, 5.499089674257225","{""coordinates"": [5.499089674257225, 43.301642886297216], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.293619296702275, 5.425547948507901","{""coordinates"": [5.425547948507901, 43.293619296702275], ""type"": ""Point""}",Marseille 11,13211,13011
TAXI-VTC,Transports et déplacements,"43.28669282580163, 5.448394291689252","{""coordinates"": [5.448394291689252, 43.28669282580163], ""type"": ""Point""}",Marseille 11,13211,13011
COIFFURE,Services aux particuliers,"43.293092956728486, 5.437616590967137","{""coordinates"": [5.437616590967137, 43.293092956728486], ""type"": ""Point""}",Marseille 11,13211,13011
ORTHOPHONISTE,Santé,"43.28084688507529, 5.502441039381132","{""coordinates"": [5.502441039381132, 43.28084688507529], ""type"": ""Point""}",Marseille 11,13211,13011
CHIRURGIEN DENTISTE,Santé,"43.29630658323498, 5.481969222934734","{""coordinates"": [5.481969222934734, 43.29630658323498], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.28886888698881, 5.428886439712316","{""coordinates"": [5.428886439712316, 43.28886888698881], ""type"": ""Point""}",Marseille 11,13211,13011
ÉCOLE ÉLÉMENTAIRE,Enseignement,"43.28676719466533, 5.465219766172469","{""coordinates"": [5.465219766172469, 43.28676719466533], ""type"": ""Point""}",Marseille 11,13211,13011
TAXI-VTC,Transports et déplacements,"43.289915693181726, 5.484117214879901","{""coordinates"": [5.484117214879901, 43.289915693181726], ""type"": ""Point""}",Marseille 11,13211,13011
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.27710203451934, 5.504197801753128","{""coordinates"": [5.504197801753128, 43.27710203451934], ""type"": ""Point""}",Marseille 11,13211,13011
INFIRMIER,Santé,"43.28970011549831, 5.439130977194099","{""coordinates"": [5.439130977194099, 43.28970011549831], ""type"": ""Point""}",Marseille 11,13211,13011
FLEURISTE-JARDINERIE-ANIMALERIE,Commerces,"43.298223169278025, 5.479156981722996","{""coordinates"": [5.479156981722996, 43.298223169278025], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN DE REVÊTEMENTS MURS ET SOLS,Commerces,"43.298483044566694, 5.479402280562915","{""coordinates"": [5.479402280562915, 43.298483044566694], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.290075699424065, 5.477724206737675","{""coordinates"": [5.477724206737675, 43.290075699424065], ""type"": ""Point""}",Marseille 11,13211,13011
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.29559108133047, 5.456748892974727","{""coordinates"": [5.456748892974727, 43.29559108133047], ""type"": ""Point""}",Marseille 11,13211,13011
BOUCHERIE CHARCUTERIE,Commerces,"43.29838405475096, 5.49874152335913","{""coordinates"": [5.49874152335913, 43.29838405475096], ""type"": ""Point""}",Marseille 11,13211,13011
VÉTÉRINAIRE,Services aux particuliers,"43.29979551197894, 5.477236466691617","{""coordinates"": [5.477236466691617, 43.29979551197894], ""type"": ""Point""}",Marseille 11,13211,13011
VÉTÉRINAIRE,Services aux particuliers,"43.319666757808704, 5.513269544298405","{""coordinates"": [5.513269544298405, 43.319666757808704], ""type"": ""Point""}",Marseille 11,13211,13011
TAXI-VTC,Transports et déplacements,"43.290994622504265, 5.433336202218097","{""coordinates"": [5.433336202218097, 43.290994622504265], ""type"": ""Point""}",Marseille 11,13211,13011
AUTRES ÉTABLISSEMENTS POUR ADULTES ET FAMILLES EN DIFFICULTÉ,Santé,"43.29168922831276, 5.460522830435369","{""coordinates"": [5.460522830435369, 43.29168922831276], ""type"": ""Point""}",Marseille 11,13211,13011
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.285376318252375, 5.442966909847247","{""coordinates"": [5.442966909847247, 43.285376318252375], ""type"": ""Point""}",Marseille 11,13211,13011
INFIRMIER,Santé,"43.282512840967755, 5.479845688073523","{""coordinates"": [5.479845688073523, 43.282512840967755], ""type"": ""Point""}",Marseille 11,13211,13011
PARFUMERIE-COSMÉTIQUE,Commerces,"43.29672323615077, 5.475783676335184","{""coordinates"": [5.475783676335184, 43.29672323615077], ""type"": ""Point""}",Marseille 11,13211,13011
INFIRMIER,Santé,"43.299597707316735, 5.517300357889884","{""coordinates"": [5.517300357889884, 43.299597707316735], ""type"": ""Point""}",Marseille 11,13211,13011
INFIRMIER,Santé,"43.29991961909288, 5.520070536344425","{""coordinates"": [5.520070536344425, 43.29991961909288], ""type"": ""Point""}",Marseille 11,13211,13011
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.28722046330395, 5.450356811816468","{""coordinates"": [5.450356811816468, 43.28722046330395], ""type"": ""Point""}",Marseille 11,13211,13011
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.29211865978915, 5.436154449874425","{""coordinates"": [5.436154449874425, 43.29211865978915], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.28620979269785, 5.455486115457956","{""coordinates"": [5.455486115457956, 43.28620979269785], ""type"": ""Point""}",Marseille 11,13211,13011
ÉLECTRICIEN,Services aux particuliers,"43.28404561366135, 5.455021436053549","{""coordinates"": [5.455021436053549, 43.28404561366135], ""type"": ""Point""}",Marseille 11,13211,13011
ÉLECTRICIEN,Services aux particuliers,"43.29924824190188, 5.513897105821858","{""coordinates"": [5.513897105821858, 43.29924824190188], ""type"": ""Point""}",Marseille 11,13211,13011
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.28974389021571, 5.42980148115676","{""coordinates"": [5.42980148115676, 43.28974389021571], ""type"": ""Point""}",Marseille 11,13211,13011
HÔTEL,Tourisme,"43.286996269920245, 5.509767506884567","{""coordinates"": [5.509767506884567, 43.286996269920245], ""type"": ""Point""}",Marseille 11,13211,13011
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.28743346981778, 5.465247017865042","{""coordinates"": [5.465247017865042, 43.28743346981778], ""type"": ""Point""}",Marseille 11,13211,13011
PHARMACIE,Santé,"43.290042077456576, 5.425898910991186","{""coordinates"": [5.425898910991186, 43.290042077456576], ""type"": ""Point""}",Marseille 11,13211,13011
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.293767165941446, 5.435116433335791","{""coordinates"": [5.435116433335791, 43.293767165941446], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.28911445086276, 5.434771002162075","{""coordinates"": [5.434771002162075, 43.28911445086276], ""type"": ""Point""}",Marseille 11,13211,13011
TERRAINS DE GRANDS JEUX,"Sports, loisirs et culture","43.28271254671757, 5.444828770070266","{""coordinates"": [5.444828770070266, 43.28271254671757], ""type"": ""Point""}",Marseille 11,13211,13011
TAXI-VTC,Transports et déplacements,"43.30045519354329, 5.523369881142143","{""coordinates"": [5.523369881142143, 43.30045519354329], ""type"": ""Point""}",Marseille 11,13211,13011
ÉLECTRICIEN,Services aux particuliers,"43.29258644425402, 5.495964442766692","{""coordinates"": [5.495964442766692, 43.29258644425402], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN D’OPTIQUE,Commerces,"43.29631398527815, 5.482219059485948","{""coordinates"": [5.482219059485948, 43.29631398527815], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.28503173910137, 5.47860699913293","{""coordinates"": [5.47860699913293, 43.28503173910137], ""type"": ""Point""}",Marseille 11,13211,13011
SPÉCIALISTE EN CARDIOLOGIE,Santé,"43.29823829208865, 5.504680754297548","{""coordinates"": [5.504680754297548, 43.29823829208865], ""type"": ""Point""}",Marseille 11,13211,13011
FLEURISTE-JARDINERIE-ANIMALERIE,Commerces,"43.289991092873585, 5.485253213039554","{""coordinates"": [5.485253213039554, 43.289991092873585], ""type"": ""Point""}",Marseille 11,13211,13011
SUPÉRETTE,Commerces,"43.2968428820726, 5.483517402021889","{""coordinates"": [5.483517402021889, 43.2968428820726], ""type"": ""Point""}",Marseille 11,13211,13011
ÉPICERIE,Commerces,"43.289323325533886, 5.438599070611135","{""coordinates"": [5.438599070611135, 43.289323325533886], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.28804825985979, 5.463506610223783","{""coordinates"": [5.463506610223783, 43.28804825985979], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.29050209833289, 5.434445321498389","{""coordinates"": [5.434445321498389, 43.29050209833289], ""type"": ""Point""}",Marseille 11,13211,13011
TAXI-VTC,Transports et déplacements,"43.283317561396686, 5.447573697721556","{""coordinates"": [5.447573697721556, 43.283317561396686], ""type"": ""Point""}",Marseille 11,13211,13011
PARFUMERIE-COSMÉTIQUE,Commerces,"43.29067624765869, 5.47573829789063","{""coordinates"": [5.47573829789063, 43.29067624765869], ""type"": ""Point""}",Marseille 11,13211,13011
MÉDECIN GÉNÉRALISTE,Santé,"43.288348580213594, 5.437859800533118","{""coordinates"": [5.437859800533118, 43.288348580213594], ""type"": ""Point""}",Marseille 11,13211,13011
"LIBRAIRIE,PAPETERIE,JOURNAUX",Commerces,"43.28885956663202, 5.430381698178012","{""coordinates"": [5.430381698178012, 43.28885956663202], ""type"": ""Point""}",Marseille 11,13211,13011
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.289671849492066, 5.471181098996662","{""coordinates"": [5.471181098996662, 43.289671849492066], ""type"": ""Point""}",Marseille 11,13211,13011
ÉPICERIE,Commerces,"43.29800179627173, 5.482014228407495","{""coordinates"": [5.482014228407495, 43.29800179627173], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.28427973654517, 5.453232804872481","{""coordinates"": [5.453232804872481, 43.28427973654517], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.293767165941446, 5.435116433335791","{""coordinates"": [5.435116433335791, 43.293767165941446], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.29645963961062, 5.439272154517871","{""coordinates"": [5.439272154517871, 43.29645963961062], ""type"": ""Point""}",Marseille 11,13211,13011
ÉCOLE DE CONDUITE,Services aux particuliers,"43.29609173398297, 5.486527308886076","{""coordinates"": [5.486527308886076, 43.29609173398297], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.30140973833123, 5.512352631097709","{""coordinates"": [5.512352631097709, 43.30140973833123], ""type"": ""Point""}",Marseille 11,13211,13011
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.28364612784707, 5.493844179157449","{""coordinates"": [5.493844179157449, 43.28364612784707], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.3011424388011, 5.509977791837295","{""coordinates"": [5.509977791837295, 43.3011424388011], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.2879048401969, 5.471265535222176","{""coordinates"": [5.471265535222176, 43.2879048401969], ""type"": ""Point""}",Marseille 11,13211,13011
ÉLECTRICIEN,Services aux particuliers,"43.28392552133378, 5.446468118698507","{""coordinates"": [5.446468118698507, 43.28392552133378], ""type"": ""Point""}",Marseille 11,13211,13011
SALLES MULTISPORTS (GYMNASES),"Sports, loisirs et culture","43.28653519775703, 5.45683369760402","{""coordinates"": [5.45683369760402, 43.28653519775703], ""type"": ""Point""}",Marseille 11,13211,13011
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.291310733966164, 5.438365372898206","{""coordinates"": [5.438365372898206, 43.291310733966164], ""type"": ""Point""}",Marseille 11,13211,13011
INFIRMIER,Santé,"43.29217288256218, 5.437932409916209","{""coordinates"": [5.437932409916209, 43.29217288256218], ""type"": ""Point""}",Marseille 11,13211,13011
MASSEUR KINÉSITHÉRAPEUTE,Santé,"43.29589654216418, 5.472361177273101","{""coordinates"": [5.472361177273101, 43.29589654216418], ""type"": ""Point""}",Marseille 11,13211,13011
COIFFURE,Services aux particuliers,"43.30024497337192, 5.482606296224468","{""coordinates"": [5.482606296224468, 43.30024497337192], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN DE MATÉRIEL MÉDICAL ET ORTHOPÉDIQUE,Commerces,"43.298598842970726, 5.477453183387162","{""coordinates"": [5.477453183387162, 43.298598842970726], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.28994578591698, 5.483234760417822","{""coordinates"": [5.483234760417822, 43.28994578591698], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.287302757014956, 5.465019672204634","{""coordinates"": [5.465019672204634, 43.287302757014956], ""type"": ""Point""}",Marseille 11,13211,13011
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.2916485797976, 5.460477973183211","{""coordinates"": [5.460477973183211, 43.2916485797976], ""type"": ""Point""}",Marseille 11,13211,13011
ÉCOLE DE CONDUITE,Services aux particuliers,"43.30120147600348, 5.520809762443536","{""coordinates"": [5.520809762443536, 43.30120147600348], ""type"": ""Point""}",Marseille 11,13211,13011
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.30186308773239, 5.48503904772283","{""coordinates"": [5.48503904772283, 43.30186308773239], ""type"": ""Point""}",Marseille 11,13211,13011
COIFFURE,Services aux particuliers,"43.290995863373645, 5.478069546487109","{""coordinates"": [5.478069546487109, 43.290995863373645], ""type"": ""Point""}",Marseille 11,13211,13011
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.2955699422736, 5.459142447863274","{""coordinates"": [5.459142447863274, 43.2955699422736], ""type"": ""Point""}",Marseille 11,13211,13011
AGENCE IMMOBILIÈRE,Services aux particuliers,"43.30122468797899, 5.503777706128574","{""coordinates"": [5.503777706128574, 43.30122468797899], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.292128464207046, 5.493604359550746","{""coordinates"": [5.493604359550746, 43.292128464207046], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.304984519629315, 5.506177904493621","{""coordinates"": [5.506177904493621, 43.304984519629315], ""type"": ""Point""}",Marseille 11,13211,13011
ORTHOPHONISTE,Santé,"43.303469014583435, 5.516611065647979","{""coordinates"": [5.516611065647979, 43.303469014583435], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN DE VÊTEMENTS,Commerces,"43.29120793672354, 5.478346760401107","{""coordinates"": [5.478346760401107, 43.29120793672354], ""type"": ""Point""}",Marseille 11,13211,13011
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.28408826553163, 5.457539681463343","{""coordinates"": [5.457539681463343, 43.28408826553163], ""type"": ""Point""}",Marseille 11,13211,13011
ÉCOLE ÉLÉMENTAIRE,Enseignement,"43.29355727960631, 5.4858635526742","{""coordinates"": [5.4858635526742, 43.29355727960631], ""type"": ""Point""}",Marseille 11,13211,13011
PERSONNES ÂGÉES : HÉBERGEMENT,Santé,"43.29182414666591, 5.446652932049267","{""coordinates"": [5.446652932049267, 43.29182414666591], ""type"": ""Point""}",Marseille 11,13211,13011
COIFFURE,Services aux particuliers,"43.289442778976486, 5.428102781074259","{""coordinates"": [5.428102781074259, 43.289442778976486], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.29745610157437, 5.473421828853787","{""coordinates"": [5.473421828853787, 43.29745610157437], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.28648780623083, 5.461288931770819","{""coordinates"": [5.461288931770819, 43.28648780623083], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.29329830269782, 5.428636124202546","{""coordinates"": [5.428636124202546, 43.29329830269782], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN D’ARTICLES DE SPORTS ET DE LOISIRS,Commerces,"43.29855368174891, 5.476498110890286","{""coordinates"": [5.476498110890286, 43.29855368174891], ""type"": ""Point""}",Marseille 11,13211,13011
CENTRE DE SANTÉ,Santé,"43.287520298296705, 5.46416288194215","{""coordinates"": [5.46416288194215, 43.287520298296705], ""type"": ""Point""}",Marseille 11,13211,13011
CENTRE DE SANTÉ,Santé,"43.30124601095463, 5.504073275909585","{""coordinates"": [5.504073275909585, 43.30124601095463], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.304685196531274, 5.500203763522057","{""coordinates"": [5.500203763522057, 43.304685196531274], ""type"": ""Point""}",Marseille 11,13211,13011
ÉCOLE ÉLÉMENTAIRE,Enseignement,"43.29889094519454, 5.487966536906704","{""coordinates"": [5.487966536906704, 43.29889094519454], ""type"": ""Point""}",Marseille 11,13211,13011
RÉPARATION AUTOMOBILE ET DE MATÉRIEL AGRICOLE,Services aux particuliers,"43.29665065560449, 5.482995789496333","{""coordinates"": [5.482995789496333, 43.29665065560449], ""type"": ""Point""}",Marseille 11,13211,13011
PLOMBIER COUVREUR CHAUFFAGISTE,Services aux particuliers,"43.28688184339383, 5.466821310762072","{""coordinates"": [5.466821310762072, 43.28688184339383], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.288615286605335, 5.449494664719102","{""coordinates"": [5.449494664719102, 43.288615286605335], ""type"": ""Point""}",Marseille 11,13211,13011
MAÇON,Services aux particuliers,"43.297389338171456, 5.456825517921312","{""coordinates"": [5.456825517921312, 43.297389338171456], ""type"": ""Point""}",Marseille 11,13211,13011
ORTHOPHONISTE,Santé,"43.295322540605525, 5.446985589281424","{""coordinates"": [5.446985589281424, 43.295322540605525], ""type"": ""Point""}",Marseille 11,13211,13011
BOULODROME,"Sports, loisirs et culture","43.28860253430444, 5.429485059101526","{""coordinates"": [5.429485059101526, 43.28860253430444], ""type"": ""Point""}",Marseille 11,13211,13011
INSTITUT DE BEAUTÉ-ONGLERIE,Services aux particuliers,"43.30732714527843, 5.500548938149072","{""coordinates"": [5.500548938149072, 43.30732714527843], ""type"": ""Point""}",Marseille 11,13211,13011
INFIRMIER,Santé,"43.30943592475379, 5.498325332748527","{""coordinates"": [5.498325332748527, 43.30943592475379], ""type"": ""Point""}",Marseille 11,13211,13011
ÉLECTRICIEN,Services aux particuliers,"43.29680352766382, 5.519716725142046","{""coordinates"": [5.519716725142046, 43.29680352766382], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.28322373799184, 5.50003328606819","{""coordinates"": [5.50003328606819, 43.28322373799184], ""type"": ""Point""}",Marseille 11,13211,13011
MENUISIER CHARPENTIER SERRURIER,Services aux particuliers,"43.281736659142304, 5.492347407900431","{""coordinates"": [5.492347407900431, 43.281736659142304], ""type"": ""Point""}",Marseille 11,13211,13011
TAXI-VTC,Transports et déplacements,"43.283278566446015, 5.47753072361097","{""coordinates"": [5.47753072361097, 43.283278566446015], ""type"": ""Point""}",Marseille 11,13211,13011
ÉTABLISSEMENT D’ACCUEIL DU JEUNE ENFANT (EAJE),Santé,"43.28655395851221, 5.467775860563209","{""coordinates"": [5.467775860563209, 43.28655395851221], ""type"": ""Point""}",Marseille 11,13211,13011
MAGASIN DE CHAUSSURES,Commerces,"43.29349227011825, 5.480067533481447","{""coordinates"": [5.480067533481447, 43.29349227011825], ""type"": ""Point""}",Marseille 11,13211,13011
TAXI-VTC,Transports et déplacements,"43.3014454769254, 5.51055513720018","{""coordinates"": [5.51055513720018, 43.3014454769254], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.28637093847806, 5.437840380348148","{""coordinates"": [5.437840380348148, 43.28637093847806], ""type"": ""Point""}",Marseille 11,13211,13011
PSYCHOLOGUE,Santé,"43.30099916066277, 5.510756406603276","{""coordinates"": [5.510756406603276, 43.30099916066277], ""type"": ""Point""}",Marseille 11,13211,13011
CHIRURGIEN DENTISTE,Santé,"43.28395586976502, 5.499781434878041","{""coordinates"": [5.499781434878041, 43.28395586976502], ""type"": ""Point""}",Marseille 11,13211,13011
MENUISIER CHARPENTIER SERRURIER,Services aux particuliers,"43.28119957734324, 5.444331760974928","{""coordinates"": [5.444331760974928, 43.28119957734324], ""type"": ""Point""}",Marseille 11,13211,13011
RESTAURANT- RESTAURATION RAPIDE,Services aux particuliers,"43.29696416268679, 5.483734564896109","{""coordinates"": [5.483734564896109, 43.29696416268679], ""type"": ""Point""}",Marseille 11,13211,13011
LYCÉE D’ENSEIGNEMENT GÉNÉRAL ET/OU TECHNOLOGIQUE,Enseignement,"43.28640714688321, 5.468769690171409","{""coordinates"": [5.468769690171409, 43.28640714688321], ""type"": ""Point""}",Marseille 11,13211,13011
PLÂTRIER PEINTRE,Services aux particuliers,"43.296364534666786, 5.457683309850906","{""coordinates"": [5.457683309850906, 43.296364534666786], ""type"": ""Point""}",Marseille 11,13211,13011
LYCÉE D’ENSEIGNEMENT PROFESSIONNEL,Enseignement,"43.28609333164401, 5.477368918987151","{""coordinates"": [5.477368918987151, 43.28609333164401], ""type"": ""Point""}",Marseille 11,13211,13011
AGENCE DE TRAVAIL TEMPORAIRE,Services aux particuliers,"43.289409050793545, 5.460492802980252","{""coordinates"": [5.460492802980252, 43.289409050793545], ""type"": ""Point""}",Marseille 11,13211,13011
INFIRMIER,Santé,"43.29743823113397, 5.494658609016139","{""coordinates"": [5.494658609016139, 43.29743823113397], ""type"": ""Point""}",Marseille 11,13211,13011
PHARMACIE,Santé,"43.298381357406726, 5.498741406455752","{""coordinates"": [5.498741406455752, 43.298381357406726], ""type"": ""Point""}",Marseille 11,13211,13011
